Statistics,Trials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Gen.,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,평균,표준편차
,0.9006,0.8886,0.9034,,0.8782,0.8992,0.9082,,0.8868,0.8972,0.8952,0.901,,0.9006,0.9092,0.8846,0.9046,0.9258,0.9026,0.8976,0.9042,0.901,0.8702,0.912,,0.9094,0.8998,0.9016,0.8982,0.865,0.8876,,0.9086,,0.9122,,0.8946,0.9124,0.8972,0.8936,0.9062,0.8988,,,0.8982,0.8862,0.884,0.8908,0.897825641,0.011788235
,0.9006,0.8988,0.904,,0.8782,0.8992,0.913,,0.8868,0.8972,0.8952,0.901,,0.9006,0.9092,0.8846,0.9046,0.9258,0.9026,0.8976,0.9042,0.901,0.8702,0.912,,0.9094,0.8998,0.9016,0.8982,0.865,0.8912,,0.9086,,0.9122,,0.8946,0.9184,0.8972,0.8936,0.9062,0.8988,,,0.8982,0.8862,0.884,0.8908,0.898471795,0.011986878
,0.9006,0.8988,0.904,,0.8782,0.8992,0.913,,0.8868,0.8986,0.8952,0.901,,0.9006,0.9092,0.8846,0.9046,0.9258,0.9026,0.8976,0.9042,0.901,0.8704,0.912,,0.9094,0.8998,0.9016,0.9026,0.865,0.8912,,0.9086,,0.9122,,0.8946,0.9184,0.8972,0.8936,0.9062,0.905,,,0.8982,0.8894,0.884,0.8936,0.898938462,0.011914975
,0.9006,0.8988,0.904,,0.8782,0.8992,0.913,,0.8868,0.8986,0.8952,0.901,,0.9006,0.9092,0.8846,0.9046,0.9258,0.9026,0.8976,0.9042,0.901,0.8704,0.912,,0.9094,0.8998,0.9016,0.9026,0.865,0.8912,,0.9086,,0.9122,,0.8946,0.9184,0.8972,0.8936,0.9062,0.905,,,0.8982,0.8894,0.884,0.8936,0.898938462,0.011914975
,0.9006,0.8988,0.904,,0.888,0.8992,0.913,,0.8868,0.8986,0.8952,0.901,,0.9006,0.9092,0.8846,0.9046,0.9258,0.9026,0.8976,0.9042,0.901,0.8704,0.912,,0.9094,0.8998,0.9112,0.9026,0.865,0.8912,,0.9086,,0.9122,,0.8946,0.9184,0.8972,0.8936,0.9062,0.905,,,0.8982,0.8894,0.884,0.8936,0.899435897,0.011718081
,0.9006,0.8988,0.904,,0.888,0.8992,0.913,,0.8868,0.8986,0.8952,0.901,,0.9006,0.9122,0.8886,0.9046,0.9258,0.9026,0.8976,0.9042,0.901,0.8704,0.912,,0.9094,0.8998,0.9112,0.9026,0.865,0.8912,,0.9086,,0.9122,,0.8946,0.9184,0.9002,0.8936,0.9062,0.905,,,0.8982,0.8894,0.884,0.8972,0.899784615,0.011635462
,0.9006,0.8988,0.904,,0.888,0.8992,0.913,,0.8868,0.9018,0.8986,0.901,,0.9018,0.9122,0.8886,0.9046,0.9258,0.9026,0.8976,0.9042,0.901,0.8704,0.912,,0.9094,0.905,0.9112,0.9026,0.865,0.8912,,0.9086,,0.9122,,0.8946,0.9184,0.9002,0.8936,0.9062,0.905,,,0.8982,0.895,0.8882,0.8972,0.900369231,0.011407526
,0.9006,0.8988,0.904,,0.888,0.8992,0.913,,0.8868,0.9074,0.8986,0.901,,0.9024,0.9122,0.8886,0.9046,0.9258,0.9026,0.8976,0.9042,0.901,0.8704,0.912,,0.9094,0.9076,0.9112,0.9026,0.865,0.8912,,0.9086,,0.9122,,0.8946,0.9184,0.9002,0.8936,0.9062,0.905,,,0.8982,0.8976,0.8914,0.8972,0.90074359,0.011391405
,0.9006,0.9052,0.904,,0.9084,0.8992,0.913,,0.8868,0.9102,0.8986,0.901,,0.9024,0.9122,0.8886,0.9046,0.9258,0.9026,0.8976,0.9042,0.901,0.8704,0.912,,0.9094,0.9076,0.9112,0.9026,0.865,0.8912,,0.9086,,0.9122,,0.8946,0.9184,0.9002,0.8936,0.9062,0.905,,,0.8982,0.8976,0.8914,0.8972,0.901502564,0.011316022
,0.9006,0.9086,0.904,,0.9084,0.8992,0.913,,0.8868,0.9102,0.8986,0.901,,0.9024,0.9122,0.8886,0.9046,0.9258,0.9026,0.8976,0.9042,0.901,0.8704,0.912,,0.9094,0.9076,0.9112,0.9026,0.865,0.8926,,0.9086,,0.9122,,0.9096,0.9184,0.9002,0.8936,0.9062,0.905,,,0.8982,0.8976,0.8944,0.8972,0.902087179,0.011272677
,0.9052,0.9086,0.904,,0.9084,0.8992,0.913,,0.8868,0.9102,0.8986,0.9028,,0.9024,0.9122,0.8886,0.9046,0.9258,0.9026,0.8976,0.9102,0.901,0.8704,0.912,,0.9094,0.9076,0.9112,0.9062,0.865,0.8926,,0.9086,,0.9122,,0.9096,0.9184,0.9002,0.8936,0.9062,0.905,,,0.8982,0.8976,0.8944,0.8972,0.902497436,0.011363642
,0.9052,0.9086,0.904,,0.9098,0.8992,0.913,,0.8868,0.9102,0.8986,0.9028,,0.9024,0.9122,0.8898,0.9046,0.9258,0.9026,0.8976,0.9102,0.901,0.8704,0.912,,0.9142,0.9076,0.9112,0.9062,0.865,0.8926,,0.9086,,0.9122,,0.9096,0.9184,0.9002,0.8936,0.9062,0.905,,,0.8982,0.8976,0.8944,0.8972,0.902687179,0.01144955
,0.9052,0.9086,0.904,,0.91,0.8992,0.913,,0.8868,0.9108,0.8986,0.9028,,0.911,0.9122,0.8898,0.9046,0.9258,0.9026,0.8976,0.9102,0.901,0.8704,0.912,,0.9142,0.9076,0.9112,0.9062,0.865,0.8926,,0.9086,,0.9122,,0.911,0.9184,0.9002,0.8936,0.9062,0.905,,,0.8986,0.8976,0.8944,0.8972,0.902974359,0.011559291
,0.9052,0.9086,0.904,,0.9224,0.8992,0.913,,0.8868,0.9108,0.8986,0.9062,,0.911,0.9122,0.8898,0.9046,0.9258,0.9026,0.8976,0.9102,0.901,0.8764,0.912,,0.9142,0.9076,0.9112,0.9062,0.885,0.8926,,0.9086,,0.9122,,0.911,0.9184,0.9002,0.8936,0.9062,0.905,,,0.8986,0.8976,0.8944,0.8972,0.904046154,0.010127031
,0.9052,0.913,0.904,,0.9224,0.8992,0.913,,0.9036,0.9108,0.8986,0.9062,,0.911,0.9122,0.8898,0.9046,0.9258,0.9026,0.8976,0.9102,0.901,0.8764,0.912,,0.9142,0.9076,0.9112,0.9062,0.885,0.895,,0.9086,,0.9122,,0.911,0.9184,0.9002,0.8936,0.9062,0.905,,,0.8986,0.8976,0.8944,0.8972,0.904651282,0.009727738
,0.9052,0.9166,0.904,,0.9224,0.8992,0.913,,0.9036,0.9158,0.8986,0.9062,,0.911,0.9122,0.8898,0.9046,0.9258,0.9026,0.8976,0.9102,0.901,0.8766,0.912,,0.9142,0.9076,0.9112,0.9062,0.8978,0.8992,,0.9094,,0.9122,,0.911,0.9184,0.9002,0.8936,0.9062,0.905,,,0.8986,0.8976,0.8944,0.8972,0.905333333,0.009361661
